N° Exercice	N° Porte	Condition	Type de porte	Largeur de porte	Hauteur de porte	Reponse	Corpulence utilisateur			Corpulence docteur			Difference de corpulence			Temps de reponse
3	17	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	157.5919
3	18	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	255.7131
3	19	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	160.1347
3	20	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	153.1082
3	21	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	130.5751
3	22	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	145.6034
3	23	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	147.622
3	24	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	148.589
4	1	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	819.4368
4	2	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	158.1127
4	3	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	130.0743
4	4	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	127.1076
4	5	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	160.1152
4	6	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	130.0921
4	7	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	137.1147
4	8	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	153.1083
4	9	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	142.6204
4	10	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	169.1035
4	11	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	157.7156
4	12	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	132.5744
4	13	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	146.6227
4	14	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	144.0843
4	15	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	146.6243
4	16	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	169.6021
4	17	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	144.1021
4	18	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	171.2141
4	19	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	162.593
4	20	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	142.1013
4	21	4	2	4		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	168.6211
4	22	4	2	5.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	135.6151
4	23	4	2	7		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	156.1118
4	24	4	2	8.5		1	132.02	129.54	131.13	113.74	114.92	118.57	-13.84639	-11.28609	-9.578284	157.1112
